density,mean_aspect_ratio,fraction_elongated,fraction_round,fraction_binary,mean_aspect_ratio_std,fraction_elongated_std,fraction_round_std,fraction_binary_std,n_realizations
0.4,2.6668115848214287,0.9504799107142857,0.011794419642857103,0.037725669642857104,0.02957900465147792,0.03424661534010323,0.01193813353005087,0.02380217712228972,64
0.5,2.6190887500000004,0.8944770089285714,0.031366964285714234,0.07415602678571423,0.06302348212549491,0.0636964923659781,0.026705336621155675,0.03958508333748564,64
0.6,2.5319587946428572,0.8209187499999999,0.07117968749999995,0.10790156249999995,0.10777348499684566,0.09234068762307841,0.04880232937219462,0.047240355588146335,64
0.7,2.3060591741071432,0.6483216517857142,0.1799834821428571,0.1716948660714285,0.13605928596449826,0.08364894004120678,0.06742908226577077,0.022925309686292646,64
0.75,2.0078549776785715,0.47233749999999997,0.33394352678571426,0.19371897321428566,0.14491980097379797,0.08199408621923361,0.07352423184775642,0.0127534973460537,64
0.76,1.9532086607142856,0.4409290178571428,0.3621736607142857,0.1968973214285714,0.15509134303231817,0.08452501384477848,0.07946458620927158,0.010125996293670232,64
0.77,1.8837806696428574,0.40421450892857147,0.4000379464285714,0.1957475446428571,0.16786877496994645,0.09295988673039401,0.08646216195581097,0.0132915331306068,64
0.78,1.814601674107143,0.367978125,0.4395087053571428,0.1925131696428571,0.1399259083576331,0.07728232139994062,0.07283898922904694,0.010513465321158374,64
0.79,1.7618864955357143,0.3384006696428571,0.4696104910714286,0.19198883928571425,0.175202224819195,0.09168660634549161,0.09301143442537489,0.012489851395296077,64
0.8,1.6578908482142856,0.2835897321428571,0.5273640625,0.18904620535714284,0.1253279997696174,0.06278968553393878,0.06817671078672952,0.011554499175496533,64
0.81,1.56882515625,0.23998080357142854,0.57919375,0.1808254464285714,0.10016241434619602,0.05020531078571325,0.05551038529653126,0.0105234430535355,64
0.82,1.4736079910714284,0.19647522321428568,0.6402214285714285,0.16330334821428566,0.11231211395464016,0.05577817595158367,0.0625030878407935,0.010647063419412758,64
0.83,1.3874978794642856,0.1560662946428571,0.6940095982142858,0.1499241071428571,0.09948802866615505,0.0469453210024656,0.05733045397286911,0.013758812795559286,64
0.84,1.2836356473214288,0.11050982142857141,0.7639850446428571,0.1255051339285714,0.10562018822692174,0.04626920276549602,0.06521203617928058,0.020387029955174468,64
0.845,1.1680204017857143,0.06334687499999997,0.8401823660714285,0.0964707589285714,0.1483941322160551,0.06257867203897025,0.09303533224854206,0.033122776819217055,64
0.848,1.0877513839285713,0.03161696428571427,0.9018354910714286,0.06654754464285709,0.12032338894109254,0.04954273983272236,0.08154234963827002,0.03513110887589424,64
0.85,1.0557902455357144,0.01934799107142856,0.9299930803571429,0.050658928571428515,0.10286594018203404,0.043358692315773315,0.07189823622197887,0.03287381116203991,64
0.852,1.0155532589285716,0.003366294642857136,0.959439955357143,0.03719374999999995,0.03841367652267751,0.015057813512020783,0.03101979724392175,0.019852545165864304,64
0.855,1.0129751785714287,0.0027654017857142795,0.9657357142857141,0.03149888392857138,0.03449249690151186,0.01315241784876318,0.028565769847793025,0.018301825439372577,64
0.86,1.0043041874999998,8.3125e-05,0.9790603124999998,0.020856562499999988,0.002700216328047436,0.00046053411020972884,0.010311124824134814,0.010321677945715957,64
0.87,1.0023865625,2.34375e-06,0.9884203125,0.01157734375,0.0010304371375511108,1.875e-05,0.004216273450045135,0.0042172635535333005,64
0.88,1.00091203125,0.0,0.9948671874999999,0.0051328124999999985,0.0004561595365850827,0.0,0.0023755904654472557,0.002375590465447234,64
0.9,1.000130703125,0.0,0.9990890625,0.0009109375000000001,0.00013024356666157706,0.0,0.0007968922150334756,0.0007968922150334713,64
